latitude,longitude,precip_detection,precip_quantile,tp_rollingmax,drought_quantile,drought_detection,DisNo.,iso,disaster_type,start_date,end_date,event_index,start_drought_days,drought_index,precip_var,year,BARE,BUILT,GRASS-MAN,GRASS-NAT,SHRUBS,TREES,WATER,rank
23.7,-98.1,tp_rollingmax,0.95,0.2064300438925713,0.15,pei_30,2019-0519-MEX,MEX,Storm,2019-09-05,2019-09-06,418,40,pei_30,tp_rollingmax,2019,0.0,0.0,64.04464285714286,3.540178571428572,24.963169642857142,6.949776785714286,0.5022321428571429,4.0
45.4,1.7,tp_rollingmax,0.95,0.0341433971638685,0.15,pei_90,2019-0533-FRA,FRA,Storm,2019-10-28,2019-11-03,420,40,pei_90,tp_rollingmax,2019,0.0,0.2542372881355932,11.947457627118643,68.92033898305085,0.0,18.51271186440678,0.3652542372881356,4.0
-28.3,30.7,tp_rollingmax,0.95,0.0514706275398636,0.15,pei_30,2019-0548-ZAF,ZAF,Storm,2019-11-11,2019-11-12,421,40,pei_30,tp_rollingmax,2019,0.0,0.0,10.535407725321887,77.5901287553648,2.036480686695279,9.837982832618026,0.0,4.0
-18.6,44.4,tp_rollingmax,0.95,0.0977080362908867,0.15,pei_90,2019-0601-MDG,MDG,Storm,2019-12-09,2019-12-10,423,40,pei_90,tp_rollingmax,2019,0.0,0.0,0.0,87.94380733944953,0.0,12.056192660550458,0.0,4.0
-25.4,28.4,tp_rollingmax,0.95,0.0927160501570146,0.15,pei_90,2019-0607-ZAF,ZAF,Flood,2019-12-02,2019-12-11,167,40,pei_90,tp_rollingmax,2019,0.0,0.0,0.8497807017543859,84.61184210526316,12.527412280701755,2.0109649122807016,0.0,4.0
28.6,109.7,tp_rollingmax,0.95,0.0372258485042979,0.15,pei_30,2019-0611-CHN,CHN,Flood,2019-10-15,2019-10-25,168,40,pei_30,tp_rollingmax,2019,0.0,0.0,66.27682403433477,15.88412017167382,0.0,17.839055793991417,0.0,4.0
-16.6,39.2,tp_rollingmax,0.95,0.0444515564593364,0.15,pei_90,2019-0633-MOZ,MOZ,Flood,2019-12-27,2020-01-23,171,40,pei_90,tp_rollingmax,2019,0.0,0.0,58.0546511627907,26.15116279069768,0.0372093023255813,15.756976744186046,0.0,4.0
-34.0,150.7,tp_rollingmax,0.95,0.193672643680722,0.15,pei_90,2020-0053-AUS,AUS,Flood,2020-02-04,2020-02-11,180,40,pei_90,tp_rollingmax,2020,0.0,5.002008032128514,9.223895582329318,63.58433734939759,11.473895582329318,10.632530120481928,0.0833333333333333,4.0
-29.9,-66.4,tp_rollingmax,0.95,0.0607143278329742,0.15,pei_90,2020-0092-ARG,ARG,Flood,2020-02-11,2020-02-19,183,40,pei_90,tp_rollingmax,2020,2.358649789029536,0.0,0.6329113924050633,83.30379746835443,13.70464135021097,0.0,0.0,4.0
15.1,-89.4,tp_rollingmax,0.95,0.058957932376869,0.15,pei_30,2020-0183-GTM,GTM,Flood,2020-05-09,2020-05-11,188,40,pei_30,tp_rollingmax,2020,0.0,0.8983644859813084,41.36214953271028,45.63785046728972,0.0,12.101635514018692,0.0,4.0
18.4,98.9,tp_rollingmax,0.95,0.0650390106857906,0.15,pei_30,2020-0199-THA,THA,Storm,2020-04-29,2020-05-09,427,40,pei_30,tp_rollingmax,2020,0.0,0.0,66.06192660550458,18.762614678899084,0.0951834862385321,15.0802752293578,0.0,4.0
17.3,121.5,tp_rollingmax,0.95,0.0978722010474221,0.15,pei_30,2020-0203-PHL,PHL,Storm,2020-05-15,2020-05-17,428,40,pei_30,tp_rollingmax,2020,0.0,0.0,81.1774193548387,0.4838709677419355,0.0,18.33870967741936,0.0,4.0
22.5,-80.1,tp_rollingmax,0.95,0.064924891178242,0.15,pei_90,2020-0207-CUB,CUB,Storm,2020-05-25,2020-05-26,429,40,pei_90,tp_rollingmax,2020,0.0,0.081081081081081,77.19594594594595,13.43355855855856,0.0,9.289414414414416,0.0,4.0
19.0,73.2,tp_rollingmax,0.95,0.1048616887779719,0.15,pei_30,2020-0217-IND,IND,Storm,2020-06-03,2020-06-03,430,40,pei_30,tp_rollingmax,2020,0.0,0.2832568807339449,60.60435779816514,34.42316513761468,0.0,4.689220183486238,0.0,4.0
14.5,-89.7,tp_rollingmax,0.95,0.083992629416169,0.15,pei_90,2020-0218-GTM,GTM,Storm,2020-05-30,2020-05-31,431,40,pei_90,tp_rollingmax,2020,0.0,0.2324766355140187,14.04088785046729,71.0572429906542,0.0,14.669392523364486,0.0,4.0
18.0,-91.2,tp_rollingmax,0.95,0.3322494140089057,0.15,pei_90,2020-0219-MEX,MEX,Storm,2020-06-03,2020-06-03,434,40,pei_90,tp_rollingmax,2020,0.0,0.0,70.76728110599079,10.547235023041477,0.0,18.68548387096774,0.0,4.0
-28.5,-51.6,tp_rollingmax,0.95,0.1004505917879462,0.15,pei_90,2020-0270-BRA,BRA,Storm,2020-06-30,2020-07-01,436,40,pei_90,tp_rollingmax,2020,0.0,0.0,33.257510729613735,49.287553648068666,0.0343347639484978,17.388412017167383,0.0321888412017167,4.0
11.9,26.6,tp_rollingmax,0.95,0.217985997663437,0.15,pei_90,2020-0305-SDN,SDN,Flood,2020-06-01,2020-09-09,200,40,pei_90,tp_rollingmax,2020,0.0,0.0,48.57464454976304,51.36848341232228,0.0568720379146919,0.0,0.0,4.0
19.5,-70.0,tp_rollingmax,0.95,0.0810351892647501,0.15,pei_30,2020-0312-DOM,DOM,Storm,2020-07-31,2020-08-02,439,40,pei_30,tp_rollingmax,2020,0.0,0.0619266055045871,45.678899082568805,40.25688073394495,0.0,14.002293577981652,0.0,4.0
25.5,-101.3,tp_rollingmax,0.95,0.1009321817091783,0.15,pei_90,2020-0316-MEX,MEX,Storm,2020-07-25,2020-07-26,440,40,pei_90,tp_rollingmax,2020,0.0,0.0,2.183406113537118,81.867903930131,15.425764192139738,0.5229257641921398,0.0,4.0
13.6,1.4,tp_rollingmax,0.95,0.1462584164288556,0.15,pei_90,2020-0336-NER,NER,Flood,2020-07-01,2020-09-10,206,40,pei_90,tp_rollingmax,2020,1.2169811320754718,0.0,7.779481132075472,90.00117924528301,0.9056603773584906,0.0966981132075471,0.0,4.0
32.7,70.5,tp_rollingmax,0.95,0.195567731232319,0.15,pei_90,2020-0357-PAK,PAK,Flood,2020-08-01,2020-09-15,207,40,pei_90,tp_rollingmax,2020,5.25,0.0,60.16056910569106,32.63211382113821,1.951219512195122,0.0060975609756097,0.0,4.0
18.3,-74.0,tp_rollingmax,0.95,0.1218522469127477,0.15,pei_90,2020-0376-HTI,HTI,Storm,2020-08-23,2020-08-23,443,40,pei_90,tp_rollingmax,2020,0.0,0.0,33.35435779816514,20.682339449541285,26.38532110091743,19.577981651376145,0.0,4.0
44.7,5.9,tp_rollingmax,0.95,0.066092017682711,0.15,pei_90,2020-0418-FRA,FRA,Storm,2020-10-02,2020-10-04,444,40,pei_90,tp_rollingmax,2020,5.911611785095321,0.0147313691507798,6.961871750433276,69.00173310225303,0.0,18.11005199306759,0.0,4.0
35.1,9.8,tp_rollingmax,0.95,0.0433358872856936,0.15,pei_30,2020-0440-TUN,TUN,Flood,2020-09-05,2020-09-12,213,40,pei_30,tp_rollingmax,2020,15.700787401574804,0.0,83.85826771653544,0.4409448818897638,0.0,0.0,0.0,4.0
12.0,10.0,tp_rollingmax,0.95,0.1980836710742596,0.15,pei_90,2020-0455-NGA,NGA,Flood,2020-06-24,2020-10-31,214,40,pei_90,tp_rollingmax,2020,0.0,0.0,85.05568720379146,14.940758293838863,0.0,0.0035545023696682,0.0,4.0
43.8,3.9,tp_rollingmax,0.95,0.0735986095286386,0.15,pei_90,2020-0459-FRA,FRA,Flood,2020-09-19,2020-09-19,216,40,pei_90,tp_rollingmax,2020,0.0,1.4242957746478873,44.59242957746479,22.198943661971832,14.421654929577464,17.348591549295776,0.0140845070422535,4.0
-28.7,28.0,tp_rollingmax,0.95,0.0510915366547339,0.15,pei_90,2020-0489-ZAF,ZAF,Storm,2020-11-17,2020-11-21,446,40,pei_90,tp_rollingmax,2020,0.0,0.0,33.107296137339056,54.587982832618025,5.771459227467811,6.533261802575107,0.0,4.0
48.2,100.9,tp_rollingmax,0.95,0.0978921105854641,0.15,pei_30,2020-0602-MNG,MNG,Flood,2020-07-08,2020-08-15,223,40,pei_30,tp_rollingmax,2020,14.24025974025974,0.0,15.377435064935066,70.2159090909091,0.0,0.1663961038961039,0.0,4.0
-23.7,16.2,tp_rollingmax,0.95,0.0829601812353211,0.15,pei_30,2021-0013-NAM,NAM,Flood,2021-01-01,2021-01-14,227,40,pei_30,tp_rollingmax,2021,4.575892857142857,0.0,0.0,89.44196428571429,5.982142857142857,0.0,0.0,4.0
-25.6,-56.1,tp_rollingmax,0.95,0.0389254161749205,0.15,pei_90,2021-0067-PRY,PRY,Flood,2021-01-31,2021-02-02,230,40,pei_90,tp_rollingmax,2021,0.0,0.0,5.398471615720524,77.11572052401746,4.295851528384279,13.18995633187773,0.0,4.0
-35.6,-70.9,tp_rollingmax,0.95,0.0665456995181776,0.15,pei_30,2021-0069-CHL,CHL,Storm,2021-01-29,2021-02-02,450,40,pei_30,tp_rollingmax,2021,16.061023622047244,0.0,6.443897637795276,52.78838582677165,10.63976377952756,14.065944881889765,0.0009842519685039,4.0
-28.4,32.0,tp_rollingmax,0.95,0.0463724467241741,0.15,pei_30,2021-0075-ZAF,ZAF,Flood,2021-02-01,2021-02-15,231,40,pei_30,tp_rollingmax,2021,1.0150214592274678,0.3261802575107296,42.8744635193133,31.394849785407725,11.11587982832618,11.662017167381974,1.611587982832618,4.0
-29.3,-65.6,tp_rollingmax,0.95,0.0368970891934575,0.15,pei_90,2021-0140-ARG,ARG,Flood,2021-03-01,2021-03-01,233,40,pei_90,tp_rollingmax,2021,0.3675213675213675,0.0,0.1068376068376068,43.50534188034188,49.09935897435897,6.920940170940171,0.0,4.0
-0.4,35.6,tp_rollingmax,0.95,0.1297883231534687,0.15,pei_90,2021-0227-KEN,KEN,Flood,2021-04-07,2021-05-30,237,40,pei_90,tp_rollingmax,2021,0.0,0.0,86.21585365853659,0.4390243902439024,0.0,13.345121951219513,0.0,4.0
9.7,43.5,tp_rollingmax,0.95,0.0377241669685561,0.15,pei_30,2021-0239-SOM,SOM,Flood,2021-05-01,2021-05-31,238,40,pei_30,tp_rollingmax,2021,0.0,0.0,98.29951690821257,1.7004830917874396,0.0,0.0,0.0,4.0
1.7,34.8,tp_rollingmax,0.95,0.076698427146978,0.15,pei_90,2021-0240-UGA,UGA,Flood,2021-05-06,2021-05-10,239,40,pei_90,tp_rollingmax,2021,0.0,0.0,0.5,46.14634146341464,47.85365853658536,5.5,0.0,4.0
13.2,43.8,tp_rollingmax,0.95,0.0494503017131832,0.15,pei_30,2021-0270-YEM,YEM,Flood,2021-05-01,2021-05-17,240,40,pei_30,tp_rollingmax,2021,16.66509433962264,0.0,15.566037735849056,57.39033018867924,6.2075471698113205,4.170990566037736,0.0,4.0
16.4,-96.3,tp_rollingmax,0.95,0.0413637612618634,0.15,pei_90,2021-0274-MEX,MEX,Storm,2021-05-16,2021-05-18,456,40,pei_90,tp_rollingmax,2021,0.0,0.055813953488372,9.88139534883721,72.63837209302325,9.712790697674418,7.711627906976744,0.0,4.0
20.6,86.7,tp_rollingmax,0.95,0.2225296131603919,0.15,pei_90,2021-0295-IND,IND,Storm,2021-05-25,2021-05-29,458,40,pei_90,tp_rollingmax,2021,0.0,0.0,89.3409090909091,1.4670454545454543,0.0,0.0363636363636363,9.15568181818182,4.0
18.8,-102.8,tp_rollingmax,0.95,0.1041875958357191,0.15,pei_90,2021-0325-MEX,MEX,Storm,2021-06-18,2021-06-20,459,40,pei_90,tp_rollingmax,2021,0.0,0.0665137614678899,13.159403669724773,51.09059633027523,17.791284403669724,17.892201834862384,0.0,4.0
20.0,-105.4,tp_rollingmax,0.95,0.1856578106554246,0.15,pei_90,2021-0359-MEX,MEX,Storm,2021-06-25,2021-06-30,462,40,pei_90,tp_rollingmax,2021,0.0,0.0431818181818181,96.9590909090909,0.5954545454545455,0.0,2.402272727272728,0.0,4.0
12.5,17.6,tp_rollingmax,0.95,0.0503112176317659,0.15,pei_90,2021-0382-TCD,TCD,Flood,2021-06-26,2021-08-31,242,40,pei_90,tp_rollingmax,2021,0.0,0.0,96.95165094339625,2.755896226415094,0.0,0.2924528301886792,0.0,4.0
33.3,71.2,tp_rollingmax,0.95,0.1824482503462267,0.15,pei_30,2021-0429-PAK,PAK,Storm,2021-07-19,2021-07-22,470,40,pei_30,tp_rollingmax,2021,0.0,0.0,73.76619433198381,26.2338056680162,0.0,0.0,0.0,4.0
33.3,-110.2,tp_rollingmax,0.95,0.0313685080721349,0.15,pei_30,2021-0442-USA,USA,Flood,2021-07-16,2021-07-21,244,40,pei_30,tp_rollingmax,2021,0.0,0.0,0.0,80.63967611336032,17.826923076923077,1.5334008097165992,0.0,4.0
15.4,43.2,tp_rollingmax,0.95,0.1023865197862003,0.15,pei_30,2021-0449-YEM,YEM,Flood,2021-07-16,2021-08-07,245,40,pei_30,tp_rollingmax,2021,1.0023364485981308,0.0,97.7803738317757,1.0490654205607477,0.0934579439252336,0.0747663551401869,0.0,4.0
34.7,71.4,tp_rollingmax,0.95,0.063469472623762,0.15,pei_30,2021-0456-PAK,PAK,Flood,2021-07-28,2021-07-29,246,40,pei_30,tp_rollingmax,2021,0.5119047619047619,0.0,85.80257936507937,13.685515873015872,0.0,0.0,0.0,4.0
14.4,7.9,tp_rollingmax,0.95,0.0680881857960968,0.15,pei_90,2021-0461-NER,NER,Flood,2021-06-15,2021-08-31,247,40,pei_90,tp_rollingmax,2021,14.567757009345794,0.0,70.95327102803738,14.478971962616823,0.0,0.0,0.0,4.0
13.4,24.6,tp_rollingmax,0.95,0.0271239945739097,0.15,pei_90,2021-0473-SDN,SDN,Flood,2021-07-20,2021-09-24,248,40,pei_90,tp_rollingmax,2021,0.0,0.0,48.489386792452834,43.90683962264151,0.0,7.60377358490566,0.0,4.0
9.1,31.1,tp_rollingmax,0.95,0.1357707965167723,0.15,pei_90,2021-0481-SSD,SSD,Flood,2021-05-01,2021-10-07,249,40,pei_90,tp_rollingmax,2021,0.0,0.0,0.0,59.86352657004831,25.768115942028984,14.368357487922705,0.0,4.0
13.3,12.8,tp_rollingmax,0.95,0.1479660254374777,0.15,pei_90,2021-0521-NGA,NGA,Flood,2021-07-01,2021-08-31,250,40,pei_90,tp_rollingmax,2021,0.0,0.0,65.69693396226415,34.303066037735846,0.0,0.0,0.0,4.0
39.3,-1.1,tp_rollingmax,0.95,0.0896234019119379,0.15,pei_30,2021-0561-ESP,ESP,Flood,2021-08-29,2021-09-02,252,40,pei_30,tp_rollingmax,2021,0.1610486891385767,0.0,27.09737827715356,64.03277153558052,0.3136704119850187,8.395131086142323,0.0,4.0
40.5,-105.0,tp_rollingmax,0.95,0.0648225073478183,0.15,pei_30,2021-0562-USA,USA,Flood,2021-07-30,2021-08-02,253,40,pei_30,tp_rollingmax,2021,0.1858736059479553,5.08457249070632,60.74628252788104,30.605018587360597,0.3921933085501858,0.0641263940520446,2.9219330855018586,4.0
36.7,4.4,tp_rollingmax,0.95,0.0370557327274405,0.15,pei_90,2021-0700-DZA,DZA,Flood,2021-10-23,2021-10-26,256,40,pei_90,tp_rollingmax,2021,0.2941176470588235,0.4284313725490196,61.80490196078431,24.49411764705882,0.138235294117647,12.840196078431372,0.0,4.0
-19.8,-50.6,tp_rollingmax,0.95,0.10224959550137,0.15,pei_90,2021-0790-BRA,BRA,Flood,2021-11-15,2022-01-16,260,40,pei_90,tp_rollingmax,2021,0.0,0.0,53.81392694063927,27.91324200913242,1.428082191780822,2.084474885844749,14.76027397260274,4.0
-18.0,-62.4,tp_rollingmax,0.95,0.0871336318589671,0.15,pei_90,2021-0834-BOL,BOL,Flood,2021-12-18,2022-01-05,262,40,pei_90,tp_rollingmax,2021,0.0,0.0,27.38479262672811,55.57258064516129,2.5230414746543777,14.51958525345622,0.0,4.0
32.2,75.1,tp_rollingmax,0.95,0.209845754694834,0.15,pei_90,2021-0846-PAK,PAK,Flood,2021-07-01,2021-09-30,263,40,pei_90,tp_rollingmax,2021,0.0,0.1239754098360655,99.07786885245902,0.798155737704918,0.0,0.0,0.0,4.0
-22.5,-52.8,tp_rollingmax,0.95,0.1411247450488579,0.15,pei_30,2022-0065-BRA,BRA,Flood,2022-01-01,2022-02-04,266,40,pei_30,tp_rollingmax,2022,0.0,0.0,8.576576576576576,90.634009009009,0.0,0.7894144144144144,0.0,4.0
-23.2,45.3,tp_rollingmax,0.95,0.062742741763116,0.15,pei_90,2022-0101-MDG,MDG,Storm,2022-02-23,2022-02-24,474,40,pei_90,tp_rollingmax,2022,0.0,0.0,1.1886160714285714,97.35825892857144,0.0,1.3560267857142858,0.0970982142857142,4.0
7.2,-69.5,tp_rollingmax,0.95,0.1688121389706842,0.15,pei_90,2022-0250-VEN,VEN,Flood,2022-04-25,2022-06-29,267,40,pei_90,tp_rollingmax,2022,0.0,0.0,10.28170731707317,80.5109756097561,0.0,9.207317073170731,0.0,4.0
16.8,-95.1,tp_rollingmax,0.95,0.1774699694662399,0.15,pei_30,2022-0333-MEX,MEX,Storm,2022-05-30,2022-05-31,476,40,pei_30,tp_rollingmax,2022,0.0,2.4097222222222223,56.47800925925926,24.15625,0.037037037037037,16.91898148148148,0.0,4.0
22.3,91.8,tp_rollingmax,0.95,0.0999551026123405,0.15,pei_90,2022-0340-BGD,BGD,Flood,2022-05-17,2022-09-30,270,40,pei_90,tp_rollingmax,2022,0.0,34.26696832579186,35.86085972850679,10.03393665158371,0.0,0.1832579185520362,19.65497737556561,4.0
25.7,69.0,tp_rollingmax,0.95,0.2429997089940706,0.15,pei_30,2022-0405-PAK,PAK,Flood,2022-06-14,2022-09-14,273,40,pei_30,tp_rollingmax,2022,0.2183406113537118,0.0,96.28602620087337,3.495633187772926,0.0,0.0,0.0,4.0
34.1,70.9,tp_rollingmax,0.95,0.0335926352073171,0.15,pei_30,2022-0442-AFG,AFG,Flood,2022-06-30,2022-07-11,274,40,pei_30,tp_rollingmax,2022,0.5180722891566265,0.0,4.096385542168675,94.95180722891568,0.4337349397590361,0.0,0.0,4.0
12.7,22.0,tp_rollingmax,0.95,0.0932082405516956,0.15,pei_90,2022-0445-SDN,SDN,Flood,2022-05-10,2022-09-30,276,40,pei_90,tp_rollingmax,2022,0.0,0.0,37.1120283018868,62.865566037735846,0.0,0.0224056603773584,0.0,4.0
13.7,4.5,tp_rollingmax,0.95,0.1388821546236283,0.15,pei_90,2022-0446-NER,NER,Flood,2022-06-01,2022-09-30,277,40,pei_90,tp_rollingmax,2022,0.9127358490566038,0.0,51.90212264150944,47.18514150943396,0.0,0.0,0.0,4.0
53.1,103.4,tp_rollingmax,0.95,0.0387684745715945,0.15,pei_90,2022-0473-RUS,RUS,Flood,2022-07-22,2022-07-25,280,40,pei_90,tp_rollingmax,2022,0.0,3.7281976744186047,45.64607558139535,17.78343023255814,0.5087209302325582,16.61627906976744,15.717296511627907,4.0
49.1,101.0,tp_rollingmax,0.95,0.0373954394069042,0.15,pei_30,2022-0497-MNG,MNG,Flood,2022-06-01,2022-07-26,281,40,pei_30,tp_rollingmax,2022,9.282539682539683,0.0,2.607936507936508,87.95238095238095,0.0,0.1571428571428571,0.0,4.0
15.7,43.4,tp_rollingmax,0.95,0.0733625594696514,0.15,pei_90,2022-0501-YEM,YEM,Flood,2022-08-03,2022-08-08,282,40,pei_90,tp_rollingmax,2022,4.88785046728972,0.0,0.9345794392523364,79.22429906542057,0.1495327102803738,14.80373831775701,0.0,4.0
13.1,21.5,tp_rollingmax,0.95,0.1325862419457523,0.15,pei_90,2022-0509-TCD,TCD,Flood,2022-06-06,2022-10-31,283,40,pei_90,tp_rollingmax,2022,0.0,0.0,42.12971698113208,57.864386792452834,0.0,0.0058962264150943,0.0,4.0
32.7,66.2,tp_rollingmax,0.95,0.0268286170099225,0.15,pei_90,2022-0514-AFG,AFG,Flood,2022-08-16,2022-08-21,284,40,pei_90,tp_rollingmax,2022,10.3130081300813,0.0,7.599593495934959,81.48577235772358,0.6016260162601627,0.0,0.0,4.0
44.6,10.9,tp_rollingmax,0.95,0.1358370086783415,0.15,pei_30,2022-0525-ITA,ITA,Storm,2022-08-14,2022-08-18,478,40,pei_30,tp_rollingmax,2022,1.7361111111111112,13.88888888888889,81.03038194444444,3.298611111111111,0.0,0.0460069444444444,0.0,4.0
25.2,-99.8,tp_rollingmax,0.95,0.0710734362170786,0.15,pei_30,2022-0579-MEX,MEX,Flood,2022-09-03,2022-09-05,285,40,pei_30,tp_rollingmax,2022,0.0,7.950440528634362,72.52202643171806,8.661894273127754,4.166299559471366,6.6993392070484585,0.0,4.0
15.5,-4.6,tp_rollingmax,0.95,0.0718399864970079,0.15,pei_90,2022-0654-MLI,MLI,Flood,2022-07-01,2022-10-31,289,40,pei_90,tp_rollingmax,2022,7.83411214953271,0.0,0.0,91.99766355140189,0.1682242990654205,0.0,0.0,4.0
-2.0,14.3,tp_rollingmax,0.95,0.0574447909780237,0.15,pei_30,2022-0748-COG,COG,Flood,2022-09-01,2022-11-15,292,40,pei_30,tp_rollingmax,2022,0.0,0.0,0.0,87.8219512195122,0.0,12.178048780487805,0.0,4.0
-12.4,34.0,tp_rollingmax,0.95,0.1184310855206382,0.15,pei_30,2022-0843-MWI,MWI,Flood,2022-11-01,2023-01-15,294,40,pei_30,tp_rollingmax,2022,0.0,0.0,61.85259433962264,23.37382075471698,0.3466981132075472,14.42688679245283,0.0,4.0
-19.7,-62.0,tp_rollingmax,0.95,0.0902539296853497,0.15,pei_30,2023-0055-BOL,BOL,Flood,2023-01-01,2023-03-16,295,40,pei_30,tp_rollingmax,2023,0.1107305936073059,0.0,0.2865296803652968,22.34132420091324,60.52054794520548,16.740867579908677,0.0,4.0
-2.2,-79.8,tp_rollingmax,0.95,0.1844939471692733,0.15,pei_30,2023-0126-ECU,ECU,Flood,2023-01-01,2023-04-23,296,40,pei_30,tp_rollingmax,2023,0.0,14.297560975609755,29.55975609756097,31.569512195121952,0.5707317073170731,17.06341463414634,6.939024390243903,4.0
-5.3,-80.0,tp_rollingmax,0.95,0.1466942585397307,0.15,pei_30,2023-0137-PER,PER,Flood,2023-01-01,2023-03-29,297,40,pei_30,tp_rollingmax,2023,2.6341463414634148,0.0,0.8,81.56219512195122,11.215853658536586,3.78780487804878,0.0,4.0
2.6,42.4,tp_rollingmax,0.95,0.039264896779329,0.15,pei_30,2023-0172-SOM,SOM,Flood,2023-03-12,2023-03-24,298,40,pei_30,tp_rollingmax,2023,0.0,0.0,5.478048780487805,78.8609756097561,15.430487804878048,0.0207317073170731,0.2097560975609756,4.0
8.9,37.7,tp_rollingmax,0.95,0.1768273448964269,0.15,pei_90,2023-0187-ETH,ETH,Flood,2023-03-25,2023-05-12,300,40,pei_90,tp_rollingmax,2023,0.0,0.0,67.14613526570048,15.6256038647343,1.2693236714975846,15.958937198067632,0.0,4.0
-2.9,37.5,tp_rollingmax,0.95,0.1477389728954558,0.15,pei_30,2023-0187-KEN,KEN,Flood,2023-03-25,2023-03-30,301,40,pei_30,tp_rollingmax,2023,0.0,0.0,0.0,78.01585365853659,13.97439024390244,8.009756097560976,0.0,4.0
21.5,106.0,tp_rollingmax,0.95,0.0466534082901708,0.15,pei_90,2023-0263-VNM,VNM,Flood,2023-04-28,2023-04-30,304,40,pei_90,tp_rollingmax,2023,0.0,0.0420454545454545,83.55795454545455,6.2704545454545455,1.0875,8.651136363636363,0.3909090909090909,4.0
21.5,92.1,tp_rollingmax,0.95,0.0904900445007491,0.15,pei_90,2023-0294-BGD,BGD,Storm,2023-05-13,2023-05-14,485,40,pei_90,tp_rollingmax,2023,0.0,0.0,54.967045454545456,18.85681818181818,10.628409090909091,15.50909090909091,0.0386363636363636,4.0
24.7,94.1,tp_rollingmax,0.95,0.0406765669569161,0.15,pei_30,2023-0294-IND,IND,Storm,2023-05-14,2023-05-14,486,40,pei_30,tp_rollingmax,2023,0.0,0.7048458149779736,54.90528634361233,29.59691629955947,0.052863436123348,14.740088105726873,0.0,4.0
21.3,94.3,tp_rollingmax,0.95,0.2036119235048355,0.15,pei_30,2023-0294-MMR,MMR,Storm,2023-05-14,2023-05-15,487,40,pei_30,tp_rollingmax,2023,0.0,0.0,35.49090909090909,50.62613636363636,0.0,13.882954545454544,0.0,4.0
4.5,45.5,tp_rollingmax,0.95,0.0264791444933325,0.15,pei_90,2023-0295-SOM,SOM,Flood,2023-04-01,2023-05-15,305,40,pei_90,tp_rollingmax,2023,0.0,0.0,0.0,84.66341463414633,15.278048780487804,0.0585365853658536,0.0,4.0
14.0,-91.1,tp_rollingmax,0.95,0.1414606091936537,0.15,pei_90,2023-0365-GTM,GTM,Flood,2023-05-01,2023-10-11,306,40,pei_90,tp_rollingmax,2023,0.0,0.0,83.7030516431925,5.883802816901408,0.0,10.413145539906104,0.0,4.0
32.8,74.0,tp_rollingmax,0.95,0.0813408327426606,0.15,pei_90,2023-0428-PAK,PAK,Flood,2023-06-25,2023-09-07,308,40,pei_90,tp_rollingmax,2023,0.0,0.704868154158215,97.3630831643002,1.932048681541582,0.0,0.0,0.0,4.0
13.8,1.2,tp_rollingmax,0.95,0.0432352088052854,0.15,pei_90,2023-0457-NER,NER,Flood,2023-07-01,2023-10-15,310,40,pei_90,tp_rollingmax,2023,10.787735849056604,0.0,17.5625,71.59316037735849,0.0566037735849056,0.0,0.0,4.0
39.8,115.9,tp_rollingmax,0.95,0.2025038945758581,0.15,pei_90,2023-0503-CHN,CHN,Flood,2023-08-01,2023-08-09,311,40,pei_90,tp_rollingmax,2023,0.0,4.42910447761194,9.874067164179104,72.5606343283582,0.0,13.136194029850746,0.0,4.0
39.0,69.8,tp_rollingmax,0.95,0.0348410509787501,0.15,pei_30,2023-0570-TJK,TJK,Flood,2023-08-27,2023-08-30,312,40,pei_30,tp_rollingmax,2023,0.350943396226415,0.0,62.16698113207547,35.281132075471696,0.030188679245283,2.170754716981132,0.0,4.0
16.2,-13.7,tp_rollingmax,0.95,0.0546114714073842,0.15,pei_90,2023-0579-MRT,MRT,Flood,2023-07-30,2023-07-31,313,40,pei_90,tp_rollingmax,2023,5.2172897196261685,3.3983644859813085,2.335280373831776,79.99065420560747,7.490654205607477,0.4544392523364486,1.1133177570093458,4.0
39.2,-1.1,tp_rollingmax,0.95,0.0934391250073067,0.15,pei_30,2023-0581-ESP,ESP,Flood,2023-09-02,2023-09-04,315,40,pei_30,tp_rollingmax,2023,0.348314606741573,0.3661048689138577,12.9625468164794,74.5374531835206,0.9400749063670412,10.786516853932584,0.0589887640449438,4.0
39.2,22.3,tp_rollingmax,0.95,0.2419464188562305,0.15,pei_30,2023-0582-GRC,GRC,Flood,2023-09-04,2023-09-07,317,40,pei_30,tp_rollingmax,2023,0.0,0.2162921348314606,73.12640449438203,11.24250936329588,12.079588014981274,3.335205992509364,0.0,4.0
9.1,45.8,tp_rollingmax,0.95,0.1449020993972783,0.15,pei_30,2023-0741-SOM,SOM,Flood,2023-09-01,2023-11-20,321,40,pei_30,tp_rollingmax,2023,0.0,0.0,0.0,85.58454106280193,14.415458937198068,0.0,0.0,4.0
-20.3,-64.8,tp_rollingmax,0.95,0.032494717471474,0.15,pei_90,2023-0783-BOL,BOL,Flood,2023-12-10,2023-12-13,323,40,pei_90,tp_rollingmax,2023,0.7818181818181819,0.0,2.159090909090909,74.79659090909091,11.302272727272728,10.960227272727272,0.0,4.0
