latitude,longitude,precip_detection,precip_quantile,tp_rollingmax,drought_quantile,drought_detection,DisNo.,iso,disaster_type,start_date,end_date,event_index,start_drought_days,drought_index,precip_var,year,BARE,BUILT,GRASS-MAN,GRASS-NAT,SHRUBS,TREES,WATER,obs_type,has_control,elevation,elevation_diff,lc_distance,drought_index_value
26.6,84.9,tp_rollingmax,0.95,0.0559868121659042,0.15,pei_30,2017-0569-IND,IND,Storm,2017-05-28,2017-05-28,396.0,40,pei_30,tp_rollingmax,2017,0.0,0.7153679653679653,97.5108225108225,0.5487012987012987,0.0,0.0151515151515151,1.20995670995671,event,D_only,70.0,0.0,0.0,-5.504205703735352
-22.0,24.7,tp_rollingmax,0.95,0.0923895717443714,0.15,pei_90,2018-0103-BWA,BWA,Flood,2018-02-23,2018-03-22,100.0,40,pei_90,tp_rollingmax,2018,0.0,0.0,0.0,84.0,16.0,0.0,0.0,event,both,1017.0,0.0,0.0,-5.454254150390625
3.2,39.4,tp_rollingmax,0.95,0.1403252548921342,0.15,pei_90,2018-0132-KEN,KEN,Flood,2018-03-14,2018-05-31,102.0,40,pei_90,tp_rollingmax,2018,0.0,0.0,0.2439024390243902,63.02073170731708,36.72439024390244,0.0109756097560975,0.0,event,D_only,603.0,0.0,0.0,-6.4909868240356445
2.1,42.2,tp_rollingmax,0.95,0.0544753648875388,0.15,pei_90,2018-0133-SOM,SOM,Flood,2018-04-01,2018-05-31,103.0,40,pei_90,tp_rollingmax,2018,0.2097560975609756,0.0,54.50121951219512,35.739024390243905,8.981707317073171,0.5682926829268292,0.0,event,D_only,101.0,0.0,0.0,-6.652486324310303
22.1,88.0,tp_rollingmax,0.95,0.0437407955640315,0.15,pei_90,2018-0149-IND,IND,Storm,2018-05-13,2018-05-16,400.0,40,pei_90,tp_rollingmax,2018,0.0,0.0772727272727272,85.79318181818182,2.988636363636364,0.0,0.0,11.14090909090909,event,D_only,6.0,0.0,0.0,-3.5450565814971924
16.3,73.5,tp_rollingmax,0.95,0.0679773524927237,0.15,pei_30,2018-0199-IND,IND,Storm,2018-06-01,2018-06-06,404.0,40,pei_30,tp_rollingmax,2018,0.0,0.0,54.96495327102804,44.75350467289719,0.0,0.2815420560747663,0.0,event,P_only,87.0,0.0,0.0,-5.285552024841309
26.0,93.9,tp_rollingmax,0.95,0.0883483555124539,0.15,pei_90,2018-0202-IND,IND,Storm,2018-06-08,2018-06-12,405.0,40,pei_90,tp_rollingmax,2018,0.0,0.0,94.89519650655022,1.8111353711790392,0.0,3.2936681222707422,0.0,event,P_only,144.0,0.0,0.0,-1.7420990467071533
21.8,92.1,tp_rollingmax,0.95,0.1539265798868989,0.15,pei_90,2018-0203-BGD,BGD,Flood,2018-06-05,2018-06-14,104.0,40,pei_90,tp_rollingmax,2018,0.0,0.4056818181818182,62.638636363636365,16.31590909090909,8.861363636363636,10.507954545454544,1.2704545454545455,event,none,47.0,0.0,0.0,-3.9584364891052246
18.9,95.1,tp_rollingmax,0.95,0.105703487967047,0.15,pei_90,2018-0203-MMR,MMR,Flood,2018-06-05,2018-06-14,105.0,40,pei_90,tp_rollingmax,2018,0.0,0.0,95.68004587155964,2.528669724770642,0.0,0.4587155963302752,1.3325688073394495,event,none,79.0,0.0,0.0,-4.680919647216797
22.7,74.3,tp_rollingmax,0.95,0.1976721216425593,0.15,pei_30,2018-0205-IND,IND,Flood,2018-06-22,2018-07-03,106.0,40,pei_30,tp_rollingmax,2018,0.0,0.2791479820627802,76.42264573991031,19.11995515695068,0.9147982062780268,0.0426008968609865,3.2208520179372195,event,D_only,354.0,0.0,0.0,-6.832208633422852
24.3,87.8,tp_rollingmax,0.95,0.028977437887264,0.15,pei_90,2018-0209-IND,IND,Storm,2018-05-06,2018-05-09,406.0,40,pei_90,tp_rollingmax,2018,0.4746136865342163,1.533112582781457,93.15673289183223,4.835540838852097,0.0,0.0,0.0,event,none,43.0,0.0,0.0,-3.127760410308838
21.7,108.4,tp_rollingmax,0.95,0.0478908919758554,0.15,pei_90,2018-0211-CHN,CHN,Flood,2018-05-07,2018-05-14,107.0,40,pei_90,tp_rollingmax,2018,0.0,7.5011363636363635,45.38068181818182,21.81022727272727,0.4431818181818182,5.2488636363636365,19.61590909090909,event,none,9.0,0.0,0.0,-1.7181180715560913
22.9,84.7,tp_rollingmax,0.95,0.0346288927068947,0.15,pei_90,2018-0214-IND,IND,Storm,2018-05-28,2018-05-28,407.0,40,pei_90,tp_rollingmax,2018,0.0,0.0,98.31614349775784,1.4327354260089686,0.0,0.2511210762331838,0.0,event,none,587.0,0.0,0.0,-3.9625558853149414
13.8,13.6,tp_rollingmax,0.95,0.053363330524342,0.15,pei_90,2018-0232-NER,NER,Flood,2018-06-01,2018-08-31,111.0,40,pei_90,tp_rollingmax,2018,0.0,0.0,6.577830188679245,73.02594339622641,19.170990566037737,1.1238207547169812,0.1014150943396226,event,D_only,278.0,0.0,0.0,-8.941644668579102
