,dhp_label,dlabel,longitude,latitude,tp_int,date,source,unveg,sparse,teow,biome,start_date,end_date,DisNo.
152,47076,76537,33.3,47.8,13.474116,2020-09-29,dhp,0.21064815,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2020-09-29,2020-09-29,47076_dhp
153,47076,76537,36.8,48.3,0.29230124,2020-09-29,d,0.013888889,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2020-09-29,2020-09-29,76537_d
154,45854,73974,-5.5,7.7,11.619581,2020-09-02,dhp,0.012345679,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-09-02,2020-09-02,45854_dhp
155,45854,73974,-4.9,6.3,0.39449784,2020-09-02,d,0.0061728396,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-09-02,2020-09-02,73974_d
156,42954,68968,14.1,8.3,13.047371,2020-06-28,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-06-28,2020-06-28,42954_dhp
157,42954,68968,12.1,10.0,0.76548856,2020-06-28,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-06-28,2020-06-28,68968_d
158,42792,67384,21.6,8.8,12.597214,2020-06-25,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-06-25,2020-06-25,42792_dhp
159,42792,67384,26.6,11.1,0.038866065,2020-06-25,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-06-25,2020-06-25,67384_d
160,41188,67384,18.1,6.1,11.510871,2020-05-20,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-05-20,2020-05-20,41188_dhp
161,41188,67384,21.0,9.4,0.64165187,2020-05-20,d,0.025462963,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-05-20,2020-05-20,67384_d
162,40819,63522,-69.5,6.3,14.531368,2020-05-13,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-05-13,2020-05-13,40819_dhp
163,40819,63522,-70.7,7.0,0.051169083,2020-05-13,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-05-13,2020-05-13,63522_d
164,38739,65060,-62.3,-25.3,11.279031,2020-03-15,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-03-15,2020-03-15,38739_dhp
165,38739,65060,-61.7,-24.2,0.09907847,2020-03-15,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-03-15,2020-03-15,65060_d
166,37683,60046,149.6,-27.1,24.557852,2020-01-16,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-01-16,2020-01-16,37683_dhp
167,37683,60046,147.5,-29.0,0.4318518,2020-01-16,d,0.0,0.12191358,8,"Temperate Grasslands, Savannas & Shrublands",2020-01-16,2020-01-16,60046_d
168,37594,63343,-64.5,-25.3,18.778296,2020-01-11,dhp,0.095679015,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-01-11,2020-01-11,37594_dhp
169,37594,63343,-61.3,-26.3,0.6081958,2020-01-11,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-01-11,2020-01-11,63343_d
170,37551,60046,127.4,-32.0,26.117981,2020-01-09,dhp,0.0,0.08410494,12,"Mediterranean Forests, Woodlands & Scrub",2020-01-09,2020-01-09,37551_dhp
171,37551,60046,123.8,-33.6,0.7127595,2020-01-09,d,0.05015432,0.00077160494,12,"Mediterranean Forests, Woodlands & Scrub",2020-01-09,2020-01-09,60046_d
172,37490,60046,131.4,-12.4,21.433096,2020-01-09,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-01-09,2020-01-09,37490_dhp
173,37490,60046,130.8,-14.9,0.2931146,2020-01-09,d,0.0,0.29166666,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2020-01-09,2020-01-09,60046_d
174,35636,60453,-60.6,-34.1,14.963399,2019-10-11,dhp,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2019-10-11,2019-10-11,35636_dhp
175,35636,60453,-61.6,-33.1,0.08743373,2019-10-11,d,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2019-10-11,2019-10-11,60453_d
176,33681,58858,39.7,-1.9,15.33865,2019-08-23,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-08-23,2019-08-23,33681_dhp
177,33681,58858,39.0,-0.9,0.9688472,2019-08-23,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-08-23,2019-08-23,58858_d
178,30770,48813,35.0,-0.1,11.304985,2019-04-26,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-04-26,2019-04-26,30770_dhp
179,30770,48813,35.7,0.7,0.77703935,2019-04-26,d,0.0023148148,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-04-26,2019-04-26,48813_d
180,30765,48813,34.4,0.7,11.586959,2019-04-26,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-04-26,2019-04-26,30765_dhp
181,30765,48813,35.4,1.4,0.2777475,2019-04-26,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-04-26,2019-04-26,48813_d
182,30711,48813,34.9,0.3,11.570215,2019-04-26,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-04-26,2019-04-26,30711_dhp
183,30711,48813,35.7,0.7,0.77703935,2019-04-26,d,0.0023148148,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2019-04-26,2019-04-26,48813_d
184,26934,46131,34.9,48.3,13.804494,2018-09-08,dhp,0.11111111,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-09-08,2018-09-08,26934_dhp
185,26934,46131,38.8,48.7,0.13010655,2018-09-08,d,0.038580246,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-09-08,2018-09-08,46131_d
186,25524,42893,41.6,48.6,19.815857,2018-07-15,dhp,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-07-15,2018-07-15,25524_dhp
187,25524,42893,39.6,47.1,0.41409013,2018-07-15,d,0.08179012,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-07-15,2018-07-15,42893_d
188,25288,42893,44.9,45.9,16.070107,2018-07-06,dhp,0.0,0.0015432099,8,"Temperate Grasslands, Savannas & Shrublands",2018-07-06,2018-07-06,25288_dhp
189,25288,42893,42.0,46.2,0.50472015,2018-07-06,d,0.0038580247,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-07-06,2018-07-06,42893_d
190,23586,39066,-63.4,-34.2,13.432127,2018-04-01,dhp,0.0038580247,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-04-01,2018-04-01,23586_dhp
191,23586,39066,-62.7,-31.6,0.5424908,2018-04-01,d,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2018-04-01,2018-04-01,39066_d
192,23356,39066,-55.4,-33.6,11.411399,2018-03-17,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2018-03-17,2018-03-17,23356_dhp
193,23356,39066,-55.0,-32.5,0.13961437,2018-03-17,d,0.0046296297,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2018-03-17,2018-03-17,39066_d
194,22148,34721,-49.4,-9.2,11.461687,2017-10-30,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-10-30,2017-10-30,22148_dhp
195,22148,34721,-47.1,-10.9,0.13810118,2017-10-30,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-10-30,2017-10-30,34721_d
196,22144,34721,-45.8,-8.0,12.431007,2017-10-30,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-10-30,2017-10-30,22144_dhp
197,22144,34721,-45.4,-10.3,0.071285576,2017-10-30,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-10-30,2017-10-30,34721_d
198,21039,32402,28.2,11.6,13.796094,2017-08-25,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-08-25,2017-08-25,21039_dhp
199,21039,32402,26.8,13.4,0.079419956,2017-08-25,d,0.0,0.079475306,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-08-25,2017-08-25,32402_d
200,20750,32402,36.3,15.6,11.684866,2017-08-16,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-08-16,2017-08-16,20750_dhp
201,20750,32402,35.9,14.3,0.35591924,2017-08-16,d,0.057098765,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-08-16,2017-08-16,32402_d
202,20678,32402,25.6,12.3,12.635047,2017-08-16,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-08-16,2017-08-16,20678_dhp
203,20678,32402,25.9,14.5,0.025845857,2017-08-16,d,0.16975309,0.18132716,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-08-16,2017-08-16,32402_d
204,20344,30773,99.3,50.1,18.53845,2017-08-03,dhp,0.0,0.3402778,8,"Temperate Grasslands, Savannas & Shrublands",2017-08-03,2017-08-03,20344_dhp
205,20344,30773,96.2,48.2,0.31922922,2017-08-03,d,0.0,0.38117284,8,"Temperate Grasslands, Savannas & Shrublands",2017-08-03,2017-08-03,30773_d
206,19743,31099,36.9,0.7,16.576899,2017-07-03,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-07-03,2017-07-03,19743_dhp
207,19743,31099,37.6,0.4,0.15502444,2017-07-03,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-07-03,2017-07-03,31099_d
208,19390,30773,104.4,49.3,11.518478,2017-06-19,dhp,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2017-06-19,2017-06-19,19390_dhp
209,19390,30773,103.6,48.5,0.44994044,2017-06-19,d,0.0,0.08410494,8,"Temperate Grasslands, Savannas & Shrublands",2017-06-19,2017-06-19,30773_d
210,19343,30727,-102.9,49.6,27.673634,2017-06-13,dhp,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2017-06-13,2017-06-13,19343_dhp
211,19343,30727,-105.1,47.4,0.44033584,2017-06-13,d,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2017-06-13,2017-06-13,30727_d
212,19270,30773,100.4,48.9,13.87383,2017-06-09,dhp,0.0,0.40817901,8,"Temperate Grasslands, Savannas & Shrublands",2017-06-09,2017-06-09,19270_dhp
213,19270,30773,102.0,49.4,0.18221176,2017-06-09,d,0.0,0.13271604,8,"Temperate Grasslands, Savannas & Shrublands",2017-06-09,2017-06-09,30773_d
214,17799,27283,-62.7,-21.3,18.037622,2017-01-23,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-01-23,2017-01-23,17799_dhp
215,17799,27283,-59.9,-20.5,0.92507815,2017-01-23,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2017-01-23,2017-01-23,27283_d
216,17006,21652,36.0,6.1,13.332791,2016-11-24,dhp,0.0038580247,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-11-24,2016-11-24,17006_dhp
217,17006,21652,34.3,6.1,0.3003496,2016-11-24,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-11-24,2016-11-24,21652_d
218,16816,21652,39.9,2.5,13.039127,2016-11-18,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-11-18,2016-11-18,16816_dhp
219,16816,21652,37.9,4.1,0.37439173,2016-11-18,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-11-18,2016-11-18,21652_d
220,11992,16166,-47.2,-6.3,16.721071,2016-03-11,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-03-11,2016-03-11,11992_dhp
221,11992,16166,-47.6,-8.4,0.97429514,2016-03-11,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-03-11,2016-03-11,16166_d
222,10203,10824,27.4,-21.6,16.537432,2016-01-16,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-01-16,2016-01-16,10203_dhp
223,10203,10824,29.6,-23.8,0.3333721,2016-01-16,d,0.024691358,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-01-16,2016-01-16,10824_d
224,10051,10824,30.6,-22.4,32.12167,2016-01-11,dhp,0.009259259,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-01-11,2016-01-11,10051_dhp
225,10051,10824,29.2,-23.4,0.116714366,2016-01-11,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2016-01-11,2016-01-11,10824_d
226,8519,12959,28.3,-19.5,11.645908,2015-11-29,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2015-11-29,2015-11-29,8519_dhp
227,8519,12959,27.4,-18.3,0.9787149,2015-11-29,d,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2015-11-29,2015-11-29,12959_d
228,4819,2413,31.8,13.9,13.128809,2015-08-29,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2015-08-29,2015-08-29,4819_dhp
229,4819,2413,31.4,13.0,0.12827744,2015-08-29,d,0.0015432099,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2015-08-29,2015-08-29,2413_d
230,4693,2413,30.1,11.2,12.748833,2015-08-24,dhp,0.0,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2015-08-24,2015-08-24,4693_dhp
231,4693,2413,31.4,12.9,0.43281004,2015-08-24,d,0.0015432099,0.0,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2015-08-24,2015-08-24,2413_d
232,4506,7054,45.0,44.8,12.766098,2015-08-19,dhp,0.057098765,0.013117284,8,"Temperate Grasslands, Savannas & Shrublands",2015-08-19,2015-08-19,4506_dhp
233,4506,7054,45.3,43.9,0.103059575,2015-08-19,d,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2015-08-19,2015-08-19,7054_d
234,2743,3443,-70.6,-26.8,131.8912,2015-07-12,dhp,0.012345679,0.15200618,12,"Mediterranean Forests, Woodlands & Scrub",2015-07-12,2015-07-12,2743_dhp
235,2743,3443,-70.5,-25.8,0.1976301,2015-07-12,d,0.07561728,0.14660494,12,"Mediterranean Forests, Woodlands & Scrub",2015-07-12,2015-07-12,3443_d
236,2620,4775,97.1,49.4,28.167374,2015-07-12,dhp,0.0,0.27391976,8,"Temperate Grasslands, Savannas & Shrublands",2015-07-12,2015-07-12,2620_dhp
237,2620,4775,105.8,50.3,0.49158862,2015-07-12,d,0.0,0.0,8,"Temperate Grasslands, Savannas & Shrublands",2015-07-12,2015-07-12,4775_d
